Data ;Jogo 1;Jogo 2;Jogo 3;Jogo 4;Jogo 5;Jogo 6;Jogo 7;Jogo 8;Jogo 9;Jogo 10;Jogo 11;Jogo 12;Jogo 13;Jogo 14
21/03/2011;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2
28/03/2011;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna do meio
04/04/2011;Coluna 2;Coluna 2;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2
11/04/2011;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 2
18/04/2011;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 2
25/04/2011;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1
02/05/2011;Coluna do meio;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio
09/05/2011;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio
16/05/2011;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2
23/05/2011;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2
30/05/2011;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1
06/06/2011;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio
13/06/2011;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1
20/06/2011;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio
27/06/2011;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1
07/07/2011;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio
11/07/2011;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1
18/07/2011;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1
25/07/2011;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio
01/08/2011;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2
08/08/2011;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio
15/08/2011;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio
22/08/2011;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1
29/08/2011;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna do meio
05/09/2011;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 2
12/09/2011;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2
19/09/2011;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1
26/09/2011;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 1
03/10/2011;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1
10/10/2011;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1
17/10/2011;Coluna 2;Coluna 2;Coluna 2;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1
24/10/2011;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 2
31/10/2011;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1
07/11/2011;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1
14/11/2011;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1
21/11/2011;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1
28/11/2011;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2
05/12/2011;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1
09/01/2012;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 2
16/01/2012;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2
23/01/2012;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 2
30/01/2012;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio
06/02/2012;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio
13/02/2012;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1
23/02/2012;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1
27/02/2012;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1
05/03/2012;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 2;Coluna 2
12/03/2012;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1
19/03/2012;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 1
26/03/2012;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio
02/04/2012;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio
09/04/2012;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2
16/04/2012;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1
23/04/2012;Coluna 2;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1
02/05/2012;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1
08/05/2012;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna do meio
14/05/2012;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1
21/05/2012;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1
28/05/2012;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio
04/06/2012;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2
11/06/2012;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 1
18/06/2012;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2
25/06/2012;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 2
02/07/2012;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2
09/07/2012;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1
16/07/2012;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna do meio
23/07/2012;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 2
30/07/2012;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1
06/08/2012;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio
13/08/2012;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1
20/08/2012;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1
27/08/2012;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio
03/09/2012;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio
10/09/2012;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 2
17/09/2012;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 1
24/09/2012;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio
01/10/2012;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio
08/10/2012;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1
15/10/2012;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio
22/10/2012;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 1
29/10/2012;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1
05/11/2012;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1
12/11/2012;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1
19/11/2012;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio
26/11/2012;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna 2;Coluna do meio
03/12/2012;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 1
07/01/2013;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1
14/01/2013;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio
21/01/2013;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2
28/01/2013;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2
04/02/2013;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1
14/02/2013;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2
18/02/2013;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1
25/02/2013;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1
04/03/2013;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio
12/03/2013;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio
18/03/2013;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1
25/03/2013;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 2
01/04/2013;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 2
08/04/2013;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 2
15/04/2013;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2
22/04/2013;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1
29/04/2013;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1
06/05/2013;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio
13/05/2013;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1
20/05/2013;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1
27/05/2013;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio
03/06/2013;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1
10/06/2013;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio
24/06/2013;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 2
01/07/2013;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 1
08/07/2013;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1
15/07/2013;Coluna 2;Coluna 2;Coluna 2;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1
22/07/2013;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2
29/07/2013;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio
05/08/2013;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio
12/08/2013;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio
19/08/2013;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna do meio
26/08/2013;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1
02/09/2013;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 2;Coluna do meio
09/09/2013;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1
16/09/2013;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 2
23/09/2013;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1
30/09/2013;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2
07/10/2013;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio
14/10/2013;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1
21/10/2013;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio
