Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Time Coraá∆o;;;;;;;;;;;;;;;;;
15/02/2018;9;19;23;34;48;58;72;PARANµ/PR;;;;;;;;;;;;;;;;;
17/02/2018;12;20;24;47;49;51;64;SERGIPE/SE;;;;;;;;;;;;;;;;;
20/02/2018;4;6;12;26;39;48;63;XV PIRACICABA/SP;;;;;;;;;;;;;;;;;
22/02/2018;8;26;39;40;48;55;68;REMO/PA;;;;;;;;;;;;;;;;;
24/02/2018;9;10;44;53;56;68;70;XV PIRACICABA/SP;;;;;;;;;;;;;;;;;
27/02/2018;1;3;15;24;29;47;49;FLUMINENSE/RJ;;;;;;;;;;;;;;;;;
01/03/2018;3;19;21;33;37;64;65;NACIONAL/AM;;;;;;;;;;;;;;;;;
03/03/2018;10;12;14;29;41;44;70;GUARANI/SP;;;;;;;;;;;;;;;;;
06/03/2018;12;16;33;52;55;71;77;NµUTICO/PE;;;;;;;;;;;;;;;;;
08/03/2018;8;21;48;52;57;74;80;PALMAS/TO;;;;;;;;;;;;;;;;;
10/03/2018;27;28;54;56;65;73;80;RIVER/PI;;;;;;;;;;;;;;;;;
13/03/2018;8;14;25;39;42;50;61;TREZE/PB;;;;;;;;;;;;;;;;;
15/03/2018;15;17;52;66;68;72;76;SPORT/PE;;;;;;;;;;;;;;;;;
17/03/2018;9;18;20;35;44;46;55;RIO BRANCO/AC;;;;;;;;;;;;;;;;;
20/03/2018;9;21;22;31;44;50;58;BARUERI/SP;;;;;;;;;;;;;;;;;
22/03/2018;13;18;37;47;48;67;68;CRB/AL;;;;;;;;;;;;;;;;;
24/03/2018;3;40;41;51;60;66;72;BRAGANTINO/SP;;;;;;;;;;;;;;;;;
27/03/2018;1;33;41;49;50;55;71;TREZE/PB;;;;;;;;;;;;;;;;;
29/03/2018;19;20;24;40;48;57;61;S«O CAETANO/SP;;;;;;;;;;;;;;;;;
31/03/2018;6;33;36;37;38;43;72;AMERICANO/RJ;;;;;;;;;;;;;;;;;
03/04/2018;10;25;30;45;62;74;77;CRUZEIRO/MG;;;;;;;;;;;;;;;;;
05/04/2018;12;22;27;41;56;65;68;SANTO ANDRE/SP;;;;;;;;;;;;;;;;;
07/04/2018;23;35;39;50;51;52;74;RIO BRANCO/ES;;;;;;;;;;;;;;;;;
10/04/2018;9;21;37;60;67;71;76;RORAIMA/RR;;;;;;;;;;;;;;;;;
12/04/2018;19;54;67;68;72;74;75;AMêRICA/MG;;;;;;;;;;;;;;;;;
14/04/2018;4;5;8;26;36;67;72;CRUZEIRO/MG;;;;;;;;;;;;;;;;;
17/04/2018;11;35;38;44;48;51;77;VILLA NOVA/MG;;;;;;;;;;;;;;;;;
19/04/2018;9;12;22;26;27;43;58;SANTO ANDRê/SP;;;;;;;;;;;;;;;;;
24/04/2018;3;7;15;16;21;69;79;U BARBARENSE;;;;;;;;;;;;;;;;;
26/04/2018;2;3;4;5;8;62;75;AMêRICA/MG;;;;;;;;;;;;;;;;;
28/04/2018;3;12;21;27;58;61;69;RIO BRANCO/AC;;;;;;;;;;;;;;;;;
03/05/2018;6;11;38;40;50;71;78;AMêRICA/RJ;;;;;;;;;;;;;;;;;
05/05/2018;12;61;63;66;67;71;76;PALMAS/TO;;;;;;;;;;;;;;;;;
08/05/2018;7;14;30;33;54;65;74;FLAMENGO/RJ;;;;;;;;;;;;;;;;;
10/05/2018;15;35;37;38;43;66;69;ABC/RN;;;;;;;;;;;;;;;;;
12/05/2018;5;21;32;33;57;60;79;CORITIBA/PR;;;;;;;;;;;;;;;;;
15/05/2018;1;29;45;58;68;73;79;SAMPAIO CORR“A/MA;;;;;;;;;;;;;;;;;
17/05/2018;8;34;37;44;48;72;80;NµUTICO/PE;;;;;;;;;;;;;;;;;
19/05/2018;8;17;19;21;46;76;78;MIXTO/MT;;;;;;;;;;;;;;;;;
22/05/2018;4;10;17;53;55;70;77;REMO/PA;;;;;;;;;;;;;;;;;
24/05/2018;2;13;28;31;51;65;72;AMERICANO/RJ;;;;;;;;;;;;;;;;;
26/05/2018;13;21;30;51;52;58;66;BARUERI/SP;;;;;;;;;;;;;;;;;
29/05/2018;10;52;64;71;77;79;80;INTERNACIONAL/RS;;;;;;;;;;;;;;;;;
02/06/2018;5;39;41;50;52;66;71;OPERARIO/MS;;;;;;;;;;;;;;;;;
05/06/2018;25;41;53;61;67;76;78;S«O CAETANO/SP;;;;;;;;;;;;;;;;;
07/06/2018;19;26;35;37;51;60;69;BRAGANTINO/SP;;;;;;;;;;;;;;;;;
09/06/2018;24;25;28;40;49;69;72;NACIONAL/AM;;;;;;;;;;;;;;;;;
12/06/2018;14;15;40;59;63;69;74;VILLA NOVA/MG;;;;;;;;;;;;;;;;;
14/06/2018;31;32;38;51;52;61;74;BRASILIENSE/DF;;;;;;;;;;;;;;;;;
16/06/2018;23;27;52;54;57;66;71;VASCO DA GAMA/RJ;;;;;;;;;;;;;;;;;
19/06/2018;5;23;28;52;60;72;80;CRB/AL;;;;;;;;;;;;;;;;;
21/06/2018;6;9;13;38;56;61;75;AMERICANO/RJ;;;;;;;;;;;;;;;;;
23/06/2018;19;24;26;47;53;54;70;AMêRICA/MG;;;;;;;;;;;;;;;;;
26/06/2018;9;19;26;29;33;34;58;ATLêTICO/GO;;;;;;;;;;;;;;;;;
28/06/2018;18;30;40;47;48;51;79;S«O RAIMUNDO/AM;;;;;;;;;;;;;;;;;
30/06/2018;10;22;24;29;30;34;36;JUVENTUS/SP;;;;;;;;;;;;;;;;;
03/07/2018;15;53;58;62;65;74;77;S«O PAULO/SP;;;;;;;;;;;;;;;;;
05/07/2018;18;24;26;33;36;52;54;S«O  CAETANO/SP;;;;;;;;;;;;;;;;;
07/07/2018;12;36;44;58;63;69;75;S«O CAETANO/SP;;;;;;;;;;;;;;;;;
10/07/2018;11;24;31;44;50;57;62;SAMPAIO CORR“A/MA;;;;;;;;;;;;;;;;;
12/07/2018;5;29;32;39;51;65;70;BRASILIENSE/DF;;;;;;;;;;;;;;;;;
14/07/2018;7;23;29;54;69;70;75;PONTE PRETA/SP;;;;;;;;;;;;;;;;;
17/07/2018;5;8;13;41;48;49;69;PAULISTA/SP;;;;;;;;;;;;;;;;;
19/07/2018;4;35;41;43;48;53;56;ATHLêTICO/PR;;;;;;;;;;;;;;;;;
21/07/2018;7;8;9;35;52;70;79;AMERICANO/RJ;;;;;;;;;;;;;;;;;
24/07/2018;5;9;18;29;56;63;68;DESPORTIVA/ES;;;;;;;;;;;;;;;;;
26/07/2018;7;12;31;56;61;65;79;CRB/AL;;;;;;;;;;;;;;;;;
28/07/2018;1;4;16;36;39;44;62;U BARBARENSE;;;;;;;;;;;;;;;;;
31/07/2018;2;13;26;37;51;72;73;CRUZEIRO/MG;;;;;;;;;;;;;;;;;
02/08/2018;10;20;40;41;51;70;75;IPATINGA/MG;;;;;;;;;;;;;;;;;
04/08/2018;10;13;19;23;33;61;68;PAULISTA/SP;;;;;;;;;;;;;;;;;
07/08/2018;15;23;37;43;57;66;67;RIVER/PI;;;;;;;;;;;;;;;;;
09/08/2018;15;16;22;36;50;71;79;FLUMINENSE/RJ;;;;;;;;;;;;;;;;;
11/08/2018;4;12;31;56;61;69;80;VILA NOVA/GO;;;;;;;;;;;;;;;;;
14/08/2018;29;39;42;60;68;71;72;UBERL∂NDIA/MG;;;;;;;;;;;;;;;;;
16/08/2018;1;3;22;34;38;48;62;PAYSANDU/PA;;;;;;;;;;;;;;;;;
18/08/2018;10;18;35;46;56;69;73;OLARIA/RJ;;;;;;;;;;;;;;;;;
21/08/2018;12;19;47;48;58;67;70;OLARIA/RJ;;;;;;;;;;;;;;;;;
23/08/2018;14;17;36;37;42;46;52;RORAIMA/RR;;;;;;;;;;;;;;;;;
25/08/2018;13;15;38;40;48;68;69;AMêRICA/MG;;;;;;;;;;;;;;;;;
28/08/2018;6;18;30;40;45;55;72;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
30/08/2018;14;17;24;31;59;60;77;CORITIBA/PR;;;;;;;;;;;;;;;;;
01/09/2018;6;19;43;69;70;74;80;NACIONAL/AM;;;;;;;;;;;;;;;;;
04/09/2018;9;19;20;41;58;67;77;OPERARIO/MS;;;;;;;;;;;;;;;;;
06/09/2018;5;6;9;32;35;65;80;AMERICANO/RJ;;;;;;;;;;;;;;;;;
08/09/2018;13;21;31;45;48;55;65;ATLêTICO/GO;;;;;;;;;;;;;;;;;
11/09/2018;7;21;27;34;64;68;76;BOTAFOGO/RJ;;;;;;;;;;;;;;;;;
13/09/2018;9;15;34;38;39;43;78;CRB/AL;;;;;;;;;;;;;;;;;
15/09/2018;26;56;57;60;61;62;79;INTER LIMEIRA/SP;;;;;;;;;;;;;;;;;
18/09/2018;4;5;6;17;32;58;62;PORT DESPORT;;;;;;;;;;;;;;;;;
20/09/2018;1;7;50;60;61;67;71;JUVENTUDE/RS;;;;;;;;;;;;;;;;;
22/09/2018;24;26;31;41;50;52;80;LONDRINA/PR;;;;;;;;;;;;;;;;;
25/09/2018;5;20;34;39;50;69;80;DESPORTIVA/ES;;;;;;;;;;;;;;;;;
27/09/2018;5;29;46;49;56;75;79;JI-PARANµ / RO;;;;;;;;;;;;;;;;;
29/09/2018;7;12;18;30;50;65;80;MAR÷LIA/SP;;;;;;;;;;;;;;;;;
02/10/2018;12;28;58;63;73;76;80;CORINTHIANS/SP;;;;;;;;;;;;;;;;;
04/10/2018;9;48;64;66;74;75;79;CRICIÈMA/SC;;;;;;;;;;;;;;;;;
06/10/2018;8;23;50;61;66;70;74;SANTOS/SP;;;;;;;;;;;;;;;;;
09/10/2018;16;30;42;46;49;65;73;PAULISTA/SP;;;;;;;;;;;;;;;;;
11/10/2018;11;17;29;41;44;47;77;TREZE/PB;;;;;;;;;;;;;;;;;
13/10/2018;14;22;32;35;39;40;75;BAHIA/BA;;;;;;;;;;;;;;;;;
16/10/2018;21;27;30;37;42;66;69;MIXTO/MT;;;;;;;;;;;;;;;;;
18/10/2018;21;31;41;62;63;72;79;JOINVILLE/SC;;;;;;;;;;;;;;;;;
20/10/2018;1;27;45;50;65;69;71;YPIRANGA/AP;;;;;;;;;;;;;;;;;
23/10/2018;21;22;28;63;66;70;73;VILLA NOVA/MG;;;;;;;;;;;;;;;;;
25/10/2018;23;25;33;62;63;74;76;CORITIBA/PR;;;;;;;;;;;;;;;;;
27/10/2018;13;21;32;60;67;69;73;BAHIA/BA;;;;;;;;;;;;;;;;;
30/10/2018;6;16;20;28;31;50;77;CRICIÈMA/SC;;;;;;;;;;;;;;;;;
01/11/2018;27;32;50;60;61;62;68;VILLA NOVA/MG;;;;;;;;;;;;;;;;;
03/11/2018;16;22;32;35;43;47;70;CORINTHIANS/SP;;;;;;;;;;;;;;;;;
06/11/2018;2;16;19;25;62;71;75;OLARIA/RJ;;;;;;;;;;;;;;;;;
08/11/2018;16;22;41;44;61;76;79;CRICIÈMA/SC;;;;;;;;;;;;;;;;;
10/11/2018;9;13;20;27;42;43;44;PARANµ/PR;;;;;;;;;;;;;;;;;
13/11/2018;21;38;47;55;59;66;76;S«O RAIMUNDO/AM;;;;;;;;;;;;;;;;;
17/11/2018;3;6;14;46;67;68;79;IPATINGA/MG;;;;;;;;;;;;;;;;;
20/11/2018;19;25;32;48;71;76;79;CSA/AL;;;;;;;;;;;;;;;;;
22/11/2018;18;34;38;60;73;76;77;S«O PAULO/SP;;;;;;;;;;;;;;;;;
24/11/2018;7;19;41;60;72;76;79;SANTOS/SP;;;;;;;;;;;;;;;;;
27/11/2018;13;25;27;56;58;59;70;PONTE PRETA/SP;;;;;;;;;;;;;;;;;
29/11/2018;12;30;31;52;58;64;71;SERGIPE/SE;;;;;;;;;;;;;;;;;
01/12/2018;4;8;44;47;57;59;63;ABC/RN;;;;;;;;;;;;;;;;;
04/12/2018;1;9;26;31;60;62;68;CRICIÈMA/SC;;;;;;;;;;;;;;;;;
06/12/2018;13;14;17;34;46;60;70;BOTAFOGO/RJ;;;;;;;;;;;;;;;;;
08/12/2018;13;26;36;57;60;61;74;BOTAFOGO/RJ;;;;;;;;;;;;;;;;;
11/12/2018;7;17;43;45;65;70;72;RORAIMA/RR;;;;;;;;;;;;;;;;;
13/12/2018;11;18;41;44;49;77;80;BOTAFOGO/PB;;;;;;;;;;;;;;;;;
15/12/2018;8;19;27;33;46;68;77;CORINTHIANS/SP;;;;;;;;;;;;;;;;;
18/12/2018;16;20;30;37;66;68;72;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
20/12/2018;18;21;28;33;41;44;76;PALMEIRAS/SP;;;;;;;;;;;;;;;;;
22/12/2018;1;3;48;58;61;63;67;FIGUEIRENSE/SC;;;;;;;;;;;;;;;;;
27/12/2018;14;49;51;58;63;66;76;GAMA/DF;;;;;;;;;;;;;;;;;
29/12/2018;4;14;19;20;30;46;72;CEARµ/CE;;;;;;;;;;;;;;;;;
03/01/2019;3;6;11;13;35;45;55;NµUTICO/PE;;;;;;;;;;;;;;;;;
05/01/2019;20;29;31;42;47;48;67;AMêRICA/MG;;;;;;;;;;;;;;;;;
08/01/2019;2;3;16;29;31;49;63;RIVER/PI;;;;;;;;;;;;;;;;;
10/01/2019;5;6;11;29;31;49;65;RIO BRANCO/ES;;;;;;;;;;;;;;;;;
12/01/2019;1;6;48;50;51;52;67;REMO/PA;;;;;;;;;;;;;;;;;
15/01/2019;8;26;54;58;59;74;76;REMO/PA;;;;;;;;;;;;;;;;;
17/01/2019;10;30;32;57;60;67;76;FLUMINENSE/RJ;;;;;;;;;;;;;;;;;
19/01/2019;5;15;50;57;60;62;72;PONTE PRETA/SP;;;;;;;;;;;;;;;;;
22/01/2019;14;16;18;58;61;71;79;UBERL∂NDIA/MG;;;;;;;;;;;;;;;;;
24/01/2019;10;13;23;26;31;33;55;SAMPAIO CORR“A/MA;;;;;;;;;;;;;;;;;
26/01/2019;2;27;33;44;48;72;78;S«O RAIMUNDO/AM;;;;;;;;;;;;;;;;;
29/01/2019;8;18;39;42;44;51;62;VILLA NOVA/MG;;;;;;;;;;;;;;;;;
31/01/2019;9;10;32;33;52;53;56;VASCO DA GAMA/RJ;;;;;;;;;;;;;;;;;
02/02/2019;8;9;34;51;53;57;76;PONTE PRETA/SP;;;;;;;;;;;;;;;;;
05/02/2019;23;35;48;61;74;75;79;AVA÷/SC;;;;;;;;;;;;;;;;;
07/02/2019;9;26;35;42;58;66;77;BRASILIENSE/DF;;;;;;;;;;;;;;;;;
09/02/2019;6;18;20;32;40;70;79;VASCO DA GAMA/RJ;;;;;;;;;;;;;;;;;
12/02/2019;17;27;28;30;70;72;75;YPIRANGA/AP;;;;;;;;;;;;;;;;;
14/02/2019;1;11;14;33;56;60;66;BAHIA/BA;;;;;;;;;;;;;;;;;
16/02/2019;4;28;58;60;74;78;80;BARUERI/SP;;;;;;;;;;;;;;;;;
19/02/2019;4;22;26;36;50;68;72;CEARµ/CE;;;;;;;;;;;;;;;;;
21/02/2019;10;16;29;62;65;79;80;CRB/AL;;;;;;;;;;;;;;;;;
23/02/2019;2;31;35;36;51;52;53;IPATINGA/MG;;;;;;;;;;;;;;;;;
26/02/2019;2;15;20;45;63;68;80;SANTOS/SP;;;;;;;;;;;;;;;;;
28/02/2019;3;6;12;14;16;33;47;PAYSANDU/PA;;;;;;;;;;;;;;;;;
02/03/2019;15;43;46;49;68;73;80;SAMPAIO CORR“A/MA;;;;;;;;;;;;;;;;;
07/03/2019;3;23;33;36;39;49;67;CRUZEIRO/MG;;;;;;;;;;;;;;;;;
09/03/2019;12;28;42;45;47;55;75;SPORT/PE;;;;;;;;;;;;;;;;;
12/03/2019;5;11;19;20;27;54;60;RIO BRANCO/ES;;;;;;;;;;;;;;;;;
14/03/2019;10;16;26;35;52;60;62;XV PIRACICABA/SP;;;;;;;;;;;;;;;;;
16/03/2019;1;2;20;40;46;49;70;AMêRICA/RJ;;;;;;;;;;;;;;;;;
19/03/2019;11;17;26;29;32;40;54;U BARBARENSE/SP;;;;;;;;;;;;;;;;;
21/03/2019;12;24;36;43;46;52;77;BARUERI/SP;;;;;;;;;;;;;;;;;
23/03/2019;21;28;32;34;58;72;78;IPATINGA/MG;;;;;;;;;;;;;;;;;
26/03/2019;12;15;23;25;34;51;64;P.  DESPORTOS/SP;;;;;;;;;;;;;;;;;
28/03/2019;14;15;31;35;49;73;76;MAR÷LIA/SP;;;;;;;;;;;;;;;;;
30/03/2019;8;12;17;19;41;56;73;TREZE/PB;;;;;;;;;;;;;;;;;
02/04/2019;16;21;24;41;48;54;58;VILLA NOVA/MG;;;;;;;;;;;;;;;;;
04/04/2019;2;41;44;56;58;66;69;MAR÷LIA/SP;;;;;;;;;;;;;;;;;
06/04/2019;1;13;22;24;39;73;75;ATLêTICO/MG;;;;;;;;;;;;;;;;;
09/04/2019;7;10;12;30;41;67;70;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
11/04/2019;22;29;30;39;42;64;70;TREZE/PB;;;;;;;;;;;;;;;;;
13/04/2019;9;13;39;57;66;70;77;S«O RAIMUNDO/AM;;;;;;;;;;;;;;;;;
16/04/2019;5;9;30;41;57;58;79;VILLA NOVA/MG;;;;;;;;;;;;;;;;;
18/04/2019;19;39;46;51;63;66;69;LONDRINA/PR;;;;;;;;;;;;;;;;;
20/04/2019;7;10;21;35;62;63;65;INTER LIMEIRA/SP;;;;;;;;;;;;;;;;;
23/04/2019;5;12;21;51;54;58;73;JI-PARANµ / RO;;;;;;;;;;;;;;;;;
25/04/2019;9;12;21;24;54;62;64;RIVER/PI;;;;;;;;;;;;;;;;;
27/04/2019;17;21;36;42;49;69;76;ABC/RN;;;;;;;;;;;;;;;;;
30/04/2019;4;5;6;22;40;62;63;BANGU/RJ;;;;;;;;;;;;;;;;;
02/05/2019;2;16;20;22;31;40;74;AVA÷/SC;;;;;;;;;;;;;;;;;
04/05/2019;20;33;45;57;61;62;63;MOTO CLUBE/MA;;;;;;;;;;;;;;;;;
08/05/2019;3;11;29;49;52;59;67;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
09/05/2019;32;42;50;52;59;64;69;ITUANO/SP;;;;;;;;;;;;;;;;;
11/05/2019;2;39;45;50;53;66;77;GOIµS/GO;;;;;;;;;;;;;;;;;
14/05/2019;10;20;24;29;43;55;76;SPORT/PE;;;;;;;;;;;;;;;;;
16/05/2019;7;19;20;64;65;71;80;AMêRICA/RJ;;;;;;;;;;;;;;;;;
18/05/2019;10;36;64;71;75;76;80;AMêRICA/MG;;;;;;;;;;;;;;;;;
21/05/2019;1;6;20;21;49;50;54;CEARµ/CE;;;;;;;;;;;;;;;;;
23/05/2019;2;28;36;49;64;70;80;FLUMINENSE/RJ;;;;;;;;;;;;;;;;;
25/05/2019;2;9;16;20;42;45;47;S«O RAIMUNDO/AM;;;;;;;;;;;;;;;;;
28/05/2019;12;18;35;49;56;59;80;U BARBARENSE/SP;;;;;;;;;;;;;;;;;
30/05/2019;21;35;47;54;55;58;59;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
01/06/2019;8;15;36;41;51;66;67;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
04/06/2019;21;43;44;51;59;65;73;PALMEIRAS/SP;;;;;;;;;;;;;;;;;
06/06/2019;13;16;28;42;44;50;77;MOTO CLUBE/MA;;;;;;;;;;;;;;;;;
08/06/2019;6;13;20;54;56;58;65;AMêRICA/RN;;;;;;;;;;;;;;;;;
11/06/2019;7;34;53;54;64;73;75;PAULISTA/SP;;;;;;;;;;;;;;;;;
13/06/2019;6;22;33;61;65;66;76;ITUANO/SP;;;;;;;;;;;;;;;;;
15/06/2019;12;23;35;39;65;73;80;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
18/06/2019;2;5;33;34;38;40;44;INTERNACIONAL/RS;;;;;;;;;;;;;;;;;
22/06/2019;22;38;41;44;51;52;70;CSA/AL;;;;;;;;;;;;;;;;;
25/06/2019;1;25;47;59;68;69;72;JI-PARANµ / RO;;;;;;;;;;;;;;;;;
27/06/2019;14;15;20;21;37;41;74;TREZE/PB;;;;;;;;;;;;;;;;;
29/06/2019;25;26;42;50;68;69;70;GOIµS/GO;;;;;;;;;;;;;;;;;
02/07/2019;14;19;28;30;44;64;76;DESPORTIVA/ES;;;;;;;;;;;;;;;;;
04/07/2019;6;9;15;28;31;60;67;CRICIÈMA/SC;;;;;;;;;;;;;;;;;
06/07/2019;1;20;34;35;38;64;65;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
09/07/2019;1;8;29;30;31;36;79;S«O PAULO/SP;;;;;;;;;;;;;;;;;
11/07/2019;4;10;21;40;61;68;71;GOIµS/GO;;;;;;;;;;;;;;;;;
13/07/2019;8;31;40;43;49;50;70;RIVER/PI;;;;;;;;;;;;;;;;;
16/07/2019;11;16;29;32;35;65;67;GUARANI/SP;;;;;;;;;;;;;;;;;
18/07/2019;15;20;38;61;66;67;68;S«O CAETANO/SP;;;;;;;;;;;;;;;;;
20/07/2019;1;41;43;53;69;71;72;S«O RAIMUNDO/AM;;;;;;;;;;;;;;;;;
23/07/2019;4;18;54;63;66;74;75;SANTA CRUZ/PE;;;;;;;;;;;;;;;;;
25/07/2019;33;35;37;43;62;65;79;BAHIA/BA;;;;;;;;;;;;;;;;;
27/07/2019;11;14;38;47;49;54;80;CRICIÈMA/SC;;;;;;;;;;;;;;;;;
30/07/2019;6;9;28;32;35;56;59;SANTA CRUZ/PE;;;;;;;;;;;;;;;;;
01/08/2019;1;26;27;32;38;55;61;CORINTHIANS/SP;;;;;;;;;;;;;;;;;
03/08/2019;6;13;36;45;50;55;74;XV PIRACICABA/SP;;;;;;;;;;;;;;;;;
06/08/2019;17;35;38;60;64;73;77;CORITIBA/PR;;;;;;;;;;;;;;;;;
08/08/2019;7;38;50;53;65;73;80;ATLêTICO/GO;;;;;;;;;;;;;;;;;
10/08/2019;21;39;50;55;64;71;78;ATHLêTICO/PR;;;;;;;;;;;;;;;;;
13/08/2019;3;7;8;50;63;70;71;DESPORTIVA/ES;;;;;;;;;;;;;;;;;
15/08/2019;21;30;39;40;41;70;76;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
17/08/2019;7;23;40;45;51;70;78;CSA/AL;;;;;;;;;;;;;;;;;
20/08/2019;4;7;8;50;61;69;77;IPATINGA/MG;;;;;;;;;;;;;;;;;
22/08/2019;5;21;23;53;59;62;64;FORTALEZA/CE;;;;;;;;;;;;;;;;;
24/08/2019;6;12;43;51;61;62;65;VILA NOVA/GO;;;;;;;;;;;;;;;;;
27/08/2019;8;15;44;54;55;59;60;ITUANO/SP;;;;;;;;;;;;;;;;;
29/08/2019;3;4;35;37;60;74;75;INTER LIMEIRA/SP;;;;;;;;;;;;;;;;;
31/08/2019;8;32;43;52;53;59;79;VILA NOVA/GO;;;;;;;;;;;;;;;;;
03/09/2019;3;5;15;44;49;55;70;XV PIRACICABA/SP;;;;;;;;;;;;;;;;;
05/09/2019;15;35;37;46;47;49;58;JOINVILLE/SC;;;;;;;;;;;;;;;;;
10/09/2019;19;22;40;44;51;56;65;SANTOS/SP;;;;;;;;;;;;;;;;;
12/09/2019;12;14;30;54;55;62;80;UBERL∂NDIA/MG;;;;;;;;;;;;;;;;;
14/09/2019;33;38;43;45;49;53;80;CRUZEIRO/MG;;;;;;;;;;;;;;;;;
17/09/2019;32;33;37;41;46;57;63;U BARBARENSE/SP;;;;;;;;;;;;;;;;;
19/09/2019;4;16;17;27;31;54;56;AMêRICA/RN;;;;;;;;;;;;;;;;;
21/09/2019;14;22;25;41;51;63;78;NACIONAL/AM;;;;;;;;;;;;;;;;;
24/09/2019;1;9;32;39;61;73;79;FLUMINENSE/RJ;;;;;;;;;;;;;;;;;
26/09/2019;7;26;28;29;34;65;69;ATLêTICO/GO;;;;;;;;;;;;;;;;;
28/09/2019;14;27;31;42;47;59;66;TREZE/PB;;;;;;;;;;;;;;;;;
01/10/2019;1;15;21;23;24;57;79;PAULISTA;;;;;;;;;;;;;;;;;
03/10/2019;15;43;52;60;62;65;77;JUVENTUDE;;;;;;;;;;;;;;;;;
05/10/2019;9;11;39;51;61;72;76;JUVENTUSE;;;;;;;;;;;;;;;;;
08/10/2019;3;13;33;34;45;47;63;AMERICASE;;;;;;;;;;;;;;;;;
10/10/2019;16;31;44;48;56;62;70;RIO BRANCO;;;;;;;;;;;;;;;;;
15/10/2019;3;6;12;32;46;59;80;MIXTORANCO;;;;;;;;;;;;;;;;;
17/10/2019;1;13;51;52;55;58;71;BAHIARANCO;;;;;;;;;;;;;;;;;
19/10/2019;7;31;34;39;61;68;72;UBERLANDIA;;;;;;;;;;;;;;;;;
22/10/2019;1;2;29;56;58;65;74;NAUTICODIA;;;;;;;;;;;;;;;;;
24/10/2019;5;22;25;40;61;66;76;ATHLETICOA;;;;;;;;;;;;;;;;;
26/10/2019;4;15;29;39;52;66;70;PONTE PRETA;;;;;;;;;;;;;;;;;
29/10/2019;2;5;22;35;51;62;76;MARILIARETA;;;;;;;;;;;;;;;;;
31/10/2019;9;12;28;55;57;69;77;S RAIMUNDOA;;;;;;;;;;;;;;;;;
05/11/2019;6;31;49;55;58;62;69;REMOIMUNDOA;;;;;;;;;;;;;;;;;
07/11/2019;13;16;25;48;52;57;68;FORTALEZAOA;;;;;;;;;;;;;;;;;
09/11/2019;2;21;28;56;58;69;71;CRUZEIROAOA;;;;;;;;;;;;;;;;;
12/11/2019;12;22;63;65;66;69;73;SERGIPEOAOA;;;;;;;;;;;;;;;;;
14/11/2019;46;49;54;64;68;75;80;REMOIPEOAOA;;;;;;;;;;;;;;;;;
16/11/2019;9;14;27;39;42;51;77;AVAIIPEOAOA;;;;;;;;;;;;;;;;;
19/11/2019;6;12;19;46;48;52;76;PALMEIRASOA;;;;;;;;;;;;;;;;;
21/11/2019;8;16;24;51;54;72;79;IPATINGASOA;;;;;;;;;;;;;;;;;
23/11/2019;37;38;39;42;63;69;71;JUVENTUSSOA;;;;;;;;;;;;;;;;;
26/11/2019;22;27;35;55;62;64;74;GREMIOUSSOA;;;;;;;;;;;;;;;;;
28/11/2019;3;19;38;43;46;64;68;GOIASOUSSOA;;;;;;;;;;;;;;;;;
30/11/2019;3;25;28;45;50;67;77;GOIASOUSSOA;;;;;;;;;;;;;;;;;
03/12/2019;11;25;27;37;38;51;75;FIGUEIRENSE;;;;;;;;;;;;;;;;;
05/12/2019;30;31;34;40;45;66;78;PALMASRENSE;;;;;;;;;;;;;;;;;
07/12/2019;4;9;20;21;40;43;79;SANTA CRUZE;;;;;;;;;;;;;;;;;
10/12/2019;5;8;18;42;45;46;53;FORTALEZAZE;;;;;;;;;;;;;;;;;
12/12/2019;11;15;30;52;59;70;76;PONTE PRETA;;;;;;;;;;;;;;;;;
14/12/2019;13;49;54;55;57;63;69;OLARIAPRETA;;;;;;;;;;;;;;;;;
17/12/2019;2;4;8;45;65;75;76;REMOIAPRETA;;;;;;;;;;;;;;;;;
19/12/2019;9;17;32;38;45;53;72;ATLETICOETA;;;;;;;;;;;;;;;;;
21/12/2019;4;12;30;42;58;65;75;SPORTICOETA;;;;;;;;;;;;;;;;;
24/12/2019;11;15;19;35;52;56;75;BAHIAICOETA;;;;;;;;;;;;;;;;;
26/12/2019;2;6;17;30;32;37;61;AVAIAICOETA;;;;;;;;;;;;;;;;;
28/12/2019;21;27;34;55;65;68;70;BAHIAICOETA;;;;;;;;;;;;;;;;;
30/12/2019;32;33;35;42;56;67;70;PAYSANDUETA;;;;;;;;;;;;;;;;;
03/01/2020;11;15;26;47;50;71;79;FIGUEIRENSE;;;;;;;;;;;;;;;;;
04/01/2020;1;17;19;37;44;45;50;JUVENTUDESE;;;;;;;;;;;;;;;;;
