Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;;;;;;;;;;;;;;
08/12/2009;22;25;28;37;56;;;;;;;;;;;;;;
09/12/2009;3;4;12;70;78;;;;;;;;;;;;;;
10/12/2009;1;32;38;53;77;;;;;;;;;;;;;;
11/12/2009;15;25;26;30;78;;;;;;;;;;;;;;
12/12/2009;1;31;39;48;56;;;;;;;;;;;;;;
14/12/2009;21;52;60;68;73;;;;;;;;;;;;;;
15/12/2009;13;24;61;62;78;;;;;;;;;;;;;;
16/12/2009;20;48;52;79;80;;;;;;;;;;;;;;
17/12/2009;2;4;30;37;44;;;;;;;;;;;;;;
18/12/2009;5;22;27;47;73;;;;;;;;;;;;;;
19/12/2009;25;42;44;64;69;;;;;;;;;;;;;;
21/12/2009;1;52;59;69;72;;;;;;;;;;;;;;
22/12/2009;10;45;61;62;80;;;;;;;;;;;;;;
23/12/2009;1;4;17;54;55;;;;;;;;;;;;;;
24/12/2009;5;20;26;59;61;;;;;;;;;;;;;;
26/12/2009;7;45;62;63;69;;;;;;;;;;;;;;
28/12/2009;10;34;58;75;80;;;;;;;;;;;;;;
29/12/2009;16;39;50;70;76;;;;;;;;;;;;;;
30/12/2009;2;3;16;18;63;;;;;;;;;;;;;;
31/12/2009;4;15;20;64;80;;;;;;;;;;;;;;
02/01/2010;24;25;48;52;79;;;;;;;;;;;;;;
04/01/2010;4;25;35;44;62;;;;;;;;;;;;;;
05/01/2010;8;12;26;36;59;;;;;;;;;;;;;;
06/01/2010;22;36;41;68;77;;;;;;;;;;;;;;
07/01/2010;20;40;57;70;79;;;;;;;;;;;;;;
08/01/2010;16;29;32;39;70;;;;;;;;;;;;;;
09/01/2010;23;24;32;42;73;;;;;;;;;;;;;;
11/01/2010;10;19;41;47;54;;;;;;;;;;;;;;
12/01/2010;2;5;19;31;62;;;;;;;;;;;;;;
13/01/2010;19;22;29;30;32;;;;;;;;;;;;;;
14/01/2010;17;20;41;64;76;;;;;;;;;;;;;;
15/01/2010;1;3;4;33;49;;;;;;;;;;;;;;
16/01/2010;6;17;66;67;75;;;;;;;;;;;;;;
18/01/2010;10;12;51;65;71;;;;;;;;;;;;;;
19/01/2010;3;9;37;64;68;;;;;;;;;;;;;;
20/01/2010;33;43;45;65;72;;;;;;;;;;;;;;
21/01/2010;17;37;68;74;80;;;;;;;;;;;;;;
22/01/2010;1;13;42;56;65;;;;;;;;;;;;;;
23/01/2010;2;18;41;68;70;;;;;;;;;;;;;;
25/01/2010;4;25;50;59;72;;;;;;;;;;;;;;
26/01/2010;1;3;28;48;69;;;;;;;;;;;;;;
27/01/2010;5;10;19;29;50;;;;;;;;;;;;;;
28/01/2010;9;17;44;50;63;;;;;;;;;;;;;;
29/01/2010;1;28;50;63;74;;;;;;;;;;;;;;
30/01/2010;12;33;34;40;67;;;;;;;;;;;;;;
01/02/2010;6;49;51;54;56;;;;;;;;;;;;;;
02/02/2010;13;20;31;62;79;;;;;;;;;;;;;;
03/02/2010;15;43;68;74;75;;;;;;;;;;;;;;
04/02/2010;10;14;15;63;73;;;;;;;;;;;;;;
05/02/2010;29;40;41;57;70;;;;;;;;;;;;;;
06/02/2010;8;9;33;39;51;;;;;;;;;;;;;;
08/02/2010;9;18;27;51;56;;;;;;;;;;;;;;
09/02/2010;9;21;39;47;75;;;;;;;;;;;;;;
10/02/2010;14;30;51;53;71;;;;;;;;;;;;;;
11/02/2010;12;31;42;46;56;;;;;;;;;;;;;;
12/02/2010;14;19;30;72;76;;;;;;;;;;;;;;
13/02/2010;6;9;19;46;67;;;;;;;;;;;;;;
17/02/2010;6;13;39;43;65;;;;;;;;;;;;;;
18/02/2010;10;14;37;61;74;;;;;;;;;;;;;;
19/02/2010;3;4;12;13;68;;;;;;;;;;;;;;
20/02/2010;29;45;53;72;80;;;;;;;;;;;;;;
22/02/2010;1;3;39;53;59;;;;;;;;;;;;;;
23/02/2010;13;19;34;69;77;;;;;;;;;;;;;;
24/02/2010;2;8;20;24;69;;;;;;;;;;;;;;
25/02/2010;12;42;43;76;79;;;;;;;;;;;;;;
26/02/2010;6;16;31;50;56;;;;;;;;;;;;;;
27/02/2010;9;33;60;70;75;;;;;;;;;;;;;;
01/03/2010;18;53;59;67;79;;;;;;;;;;;;;;
02/03/2010;8;29;39;59;73;;;;;;;;;;;;;;
03/03/2010;7;11;41;49;59;;;;;;;;;;;;;;
04/03/2010;13;18;37;46;47;;;;;;;;;;;;;;
05/03/2010;19;20;30;55;78;;;;;;;;;;;;;;
06/03/2010;18;20;25;47;68;;;;;;;;;;;;;;
08/03/2010;1;3;31;37;42;;;;;;;;;;;;;;
09/03/2010;39;46;54;55;76;;;;;;;;;;;;;;
10/03/2010;6;14;37;54;62;;;;;;;;;;;;;;
12/03/2010;40;43;46;66;71;;;;;;;;;;;;;;
12/03/2010;36;42;51;71;78;;;;;;;;;;;;;;
13/03/2010;17;36;37;41;43;;;;;;;;;;;;;;
15/03/2010;4;36;53;73;79;;;;;;;;;;;;;;
16/03/2010;4;8;26;55;75;;;;;;;;;;;;;;
17/03/2010;14;32;38;51;60;;;;;;;;;;;;;;
18/03/2010;11;14;24;76;79;;;;;;;;;;;;;;
19/03/2010;7;35;54;59;71;;;;;;;;;;;;;;
20/03/2010;27;41;67;71;72;;;;;;;;;;;;;;
22/03/2010;25;33;44;61;75;;;;;;;;;;;;;;
23/03/2010;19;32;43;50;52;;;;;;;;;;;;;;
24/03/2010;1;14;15;23;30;;;;;;;;;;;;;;
25/03/2010;43;50;55;79;80;;;;;;;;;;;;;;
26/03/2010;2;23;37;58;72;;;;;;;;;;;;;;
27/03/2010;15;26;58;62;79;;;;;;;;;;;;;;
29/03/2010;5;10;11;47;65;;;;;;;;;;;;;;
30/03/2010;6;16;21;48;80;;;;;;;;;;;;;;
31/03/2010;6;9;21;37;47;;;;;;;;;;;;;;
01/04/2010;3;39;74;75;78;;;;;;;;;;;;;;
03/04/2010;35;40;43;55;69;;;;;;;;;;;;;;
05/04/2010;5;10;36;50;60;;;;;;;;;;;;;;
06/04/2010;6;25;31;71;75;;;;;;;;;;;;;;
07/04/2010;2;10;38;49;73;;;;;;;;;;;;;;
08/04/2010;13;19;27;30;44;;;;;;;;;;;;;;
09/04/2010;6;15;26;28;60;;;;;;;;;;;;;;
10/04/2010;18;24;29;66;77;;;;;;;;;;;;;;
12/04/2010;11;22;27;40;78;;;;;;;;;;;;;;
13/04/2010;11;23;29;31;44;;;;;;;;;;;;;;
14/04/2010;9;27;37;67;76;;;;;;;;;;;;;;
15/04/2010;43;44;48;69;70;;;;;;;;;;;;;;
16/04/2010;12;22;33;40;56;;;;;;;;;;;;;;
17/04/2010;3;37;42;54;70;;;;;;;;;;;;;;
19/04/2010;19;31;44;62;65;;;;;;;;;;;;;;
20/04/2010;23;28;40;49;73;;;;;;;;;;;;;;
22/04/2010;28;41;58;60;79;;;;;;;;;;;;;;
23/04/2010;4;23;24;25;31;;;;;;;;;;;;;;
24/04/2010;6;11;15;25;48;;;;;;;;;;;;;;
26/04/2010;51;53;75;77;80;;;;;;;;;;;;;;
27/04/2010;24;26;28;48;68;;;;;;;;;;;;;;
28/04/2010;33;41;52;56;75;;;;;;;;;;;;;;
29/04/2010;44;57;71;76;79;;;;;;;;;;;;;;
30/04/2010;2;5;15;36;62;;;;;;;;;;;;;;
03/05/2010;5;28;39;75;80;;;;;;;;;;;;;;
04/05/2010;22;29;66;69;77;;;;;;;;;;;;;;
05/05/2010;2;53;57;71;77;;;;;;;;;;;;;;
06/05/2010;14;21;69;70;79;;;;;;;;;;;;;;
07/05/2010;7;9;22;24;80;;;;;;;;;;;;;;
08/05/2010;8;38;40;63;78;;;;;;;;;;;;;;
10/05/2010;2;10;13;55;58;;;;;;;;;;;;;;
11/05/2010;2;6;39;59;73;;;;;;;;;;;;;;
12/05/2010;44;51;54;55;75;;;;;;;;;;;;;;
13/05/2010;13;29;31;39;44;;;;;;;;;;;;;;
14/05/2010;9;20;26;36;54;;;;;;;;;;;;;;
15/05/2010;11;13;20;33;67;;;;;;;;;;;;;;
17/05/2010;12;27;36;47;62;;;;;;;;;;;;;;
18/05/2010;9;27;59;62;74;;;;;;;;;;;;;;
19/05/2010;10;53;61;68;74;;;;;;;;;;;;;;
20/05/2010;8;10;14;47;48;;;;;;;;;;;;;;
21/05/2010;5;12;25;54;62;;;;;;;;;;;;;;
22/05/2010;2;6;54;73;76;;;;;;;;;;;;;;
24/05/2010;10;32;33;39;69;;;;;;;;;;;;;;
25/05/2010;6;57;68;69;80;;;;;;;;;;;;;;
26/05/2010;18;31;57;79;80;;;;;;;;;;;;;;
27/05/2010;8;35;61;67;68;;;;;;;;;;;;;;
28/05/2010;12;45;69;71;77;;;;;;;;;;;;;;
29/05/2010;15;29;36;75;80;;;;;;;;;;;;;;
31/05/2010;17;20;29;46;79;;;;;;;;;;;;;;
01/06/2010;6;20;57;63;66;;;;;;;;;;;;;;
02/06/2010;15;16;34;42;43;;;;;;;;;;;;;;
04/06/2010;18;27;50;63;64;;;;;;;;;;;;;;
05/06/2010;2;9;37;66;67;;;;;;;;;;;;;;
07/06/2010;31;35;41;66;75;;;;;;;;;;;;;;
08/06/2010;7;23;49;58;65;;;;;;;;;;;;;;
09/06/2010;1;8;15;23;57;;;;;;;;;;;;;;
10/06/2010;31;37;62;73;77;;;;;;;;;;;;;;
11/06/2010;21;28;29;51;58;;;;;;;;;;;;;;
12/06/2010;11;23;29;62;70;;;;;;;;;;;;;;
14/06/2010;15;18;23;34;60;;;;;;;;;;;;;;
15/06/2010;6;43;44;57;80;;;;;;;;;;;;;;
16/06/2010;19;55;66;67;78;;;;;;;;;;;;;;
17/06/2010;8;13;14;33;59;;;;;;;;;;;;;;
18/06/2010;11;37;55;62;68;;;;;;;;;;;;;;
19/06/2010;10;17;23;45;68;;;;;;;;;;;;;;
21/06/2010;3;10;13;37;80;;;;;;;;;;;;;;
22/06/2010;9;14;28;56;62;;;;;;;;;;;;;;
23/06/2010;11;12;26;29;77;;;;;;;;;;;;;;
24/06/2010;8;24;31;39;72;;;;;;;;;;;;;;
25/06/2010;31;33;63;67;72;;;;;;;;;;;;;;
26/06/2010;1;17;22;38;67;;;;;;;;;;;;;;
28/06/2010;38;53;69;75;78;;;;;;;;;;;;;;
29/06/2010;17;21;25;44;75;;;;;;;;;;;;;;
30/06/2010;6;35;40;53;65;;;;;;;;;;;;;;
01/07/2010;1;5;15;27;44;;;;;;;;;;;;;;
02/07/2010;7;19;72;75;78;;;;;;;;;;;;;;
03/07/2010;14;17;39;45;76;;;;;;;;;;;;;;
05/07/2010;42;44;58;62;70;;;;;;;;;;;;;;
06/07/2010;18;21;52;60;72;;;;;;;;;;;;;;
07/07/2010;6;7;10;38;48;;;;;;;;;;;;;;
08/07/2010;4;14;15;29;36;;;;;;;;;;;;;;
09/07/2010;5;6;10;26;64;;;;;;;;;;;;;;
10/07/2010;4;32;43;44;52;;;;;;;;;;;;;;
12/07/2010;13;33;39;57;64;;;;;;;;;;;;;;
13/07/2010;24;34;45;74;78;;;;;;;;;;;;;;
14/07/2010;31;43;46;55;77;;;;;;;;;;;;;;
15/07/2010;5;18;37;39;58;;;;;;;;;;;;;;
16/07/2010;7;56;62;64;75;;;;;;;;;;;;;;
17/07/2010;32;48;51;54;70;;;;;;;;;;;;;;
19/07/2010;9;25;26;31;40;;;;;;;;;;;;;;
20/07/2010;4;19;27;33;55;;;;;;;;;;;;;;
21/07/2010;8;12;48;52;60;;;;;;;;;;;;;;
22/07/2010;25;30;32;68;75;;;;;;;;;;;;;;
23/07/2010;2;13;39;56;72;;;;;;;;;;;;;;
24/07/2010;9;18;25;65;72;;;;;;;;;;;;;;
26/07/2010;18;36;49;65;79;;;;;;;;;;;;;;
27/07/2010;3;17;36;37;45;;;;;;;;;;;;;;
28/07/2010;1;7;19;40;53;;;;;;;;;;;;;;
29/07/2010;11;39;44;49;71;;;;;;;;;;;;;;
30/07/2010;5;40;42;53;57;;;;;;;;;;;;;;
31/07/2010;10;26;28;61;71;;;;;;;;;;;;;;
02/08/2010;10;29;42;63;80;;;;;;;;;;;;;;
03/08/2010;10;28;51;54;68;;;;;;;;;;;;;;
04/08/2010;11;49;58;73;79;;;;;;;;;;;;;;
05/08/2010;12;18;34;57;74;;;;;;;;;;;;;;
06/08/2010;41;47;64;66;72;;;;;;;;;;;;;;
07/08/2010;4;17;38;40;49;;;;;;;;;;;;;;
09/08/2010;7;11;41;49;68;;;;;;;;;;;;;;
10/08/2010;1;20;54;59;71;;;;;;;;;;;;;;
11/08/2010;19;30;41;56;64;;;;;;;;;;;;;;
12/08/2010;34;71;75;76;78;;;;;;;;;;;;;;
13/08/2010;12;25;30;55;80;;;;;;;;;;;;;;
14/08/2010;3;5;37;40;48;;;;;;;;;;;;;;
16/08/2010;15;34;40;42;52;;;;;;;;;;;;;;
17/08/2010;8;16;58;63;72;;;;;;;;;;;;;;
18/08/2010;14;19;23;68;69;;;;;;;;;;;;;;
19/08/2010;10;37;43;48;74;;;;;;;;;;;;;;
20/08/2010;5;33;38;58;78;;;;;;;;;;;;;;
21/08/2010;1;4;44;57;66;;;;;;;;;;;;;;
23/08/2010;25;28;34;43;56;;;;;;;;;;;;;;
24/08/2010;16;23;25;38;53;;;;;;;;;;;;;;
25/08/2010;30;32;34;40;69;;;;;;;;;;;;;;
26/08/2010;3;33;35;42;68;;;;;;;;;;;;;;
27/08/2010;18;31;37;51;71;;;;;;;;;;;;;;
28/08/2010;13;15;22;43;48;;;;;;;;;;;;;;
30/08/2010;35;58;64;73;77;;;;;;;;;;;;;;
31/08/2010;17;30;31;39;75;;;;;;;;;;;;;;
01/09/2010;25;32;69;78;79;;;;;;;;;;;;;;
02/09/2010;15;17;33;73;76;;;;;;;;;;;;;;
03/09/2010;25;35;52;57;60;;;;;;;;;;;;;;
04/09/2010;5;9;62;66;74;;;;;;;;;;;;;;
06/09/2010;6;8;17;39;73;;;;;;;;;;;;;;
08/09/2010;19;30;31;43;52;;;;;;;;;;;;;;
09/09/2010;2;34;38;41;44;;;;;;;;;;;;;;
10/09/2010;5;7;22;40;62;;;;;;;;;;;;;;
11/09/2010;17;35;40;46;74;;;;;;;;;;;;;;
13/09/2010;6;14;66;68;73;;;;;;;;;;;;;;
14/09/2010;5;19;37;69;72;;;;;;;;;;;;;;
15/09/2010;12;18;39;40;60;;;;;;;;;;;;;;
16/09/2010;23;25;51;52;56;;;;;;;;;;;;;;
17/09/2010;1;5;40;70;73;;;;;;;;;;;;;;
18/09/2010;2;19;49;53;69;;;;;;;;;;;;;;
20/09/2010;4;9;25;41;45;;;;;;;;;;;;;;
21/09/2010;10;13;26;38;63;;;;;;;;;;;;;;
22/09/2010;5;33;41;48;54;;;;;;;;;;;;;;
23/09/2010;5;10;33;49;61;;;;;;;;;;;;;;
24/09/2010;9;11;15;47;53;;;;;;;;;;;;;;
25/09/2010;12;26;36;45;75;;;;;;;;;;;;;;
27/09/2010;4;19;29;69;71;;;;;;;;;;;;;;
28/09/2010;31;35;41;44;47;;;;;;;;;;;;;;
29/09/2010;37;49;65;72;79;;;;;;;;;;;;;;
30/09/2010;22;26;35;59;66;;;;;;;;;;;;;;
01/10/2010;17;19;33;37;71;;;;;;;;;;;;;;
02/10/2010;5;11;60;68;79;;;;;;;;;;;;;;
04/10/2010;2;3;16;56;73;;;;;;;;;;;;;;
05/10/2010;5;28;40;47;73;;;;;;;;;;;;;;
06/10/2010;33;53;56;71;79;;;;;;;;;;;;;;
07/10/2010;1;7;15;72;73;;;;;;;;;;;;;;
08/10/2010;1;47;58;64;73;;;;;;;;;;;;;;
09/10/2010;7;8;10;61;73;;;;;;;;;;;;;;
11/10/2010;34;55;67;72;77;;;;;;;;;;;;;;
13/10/2010;15;18;31;54;55;;;;;;;;;;;;;;
14/10/2010;10;16;36;61;80;;;;;;;;;;;;;;
15/10/2010;38;61;65;66;76;;;;;;;;;;;;;;
16/10/2010;1;33;41;43;60;;;;;;;;;;;;;;
18/10/2010;13;48;64;66;77;;;;;;;;;;;;;;
19/10/2010;15;26;31;36;43;;;;;;;;;;;;;;
20/10/2010;10;13;17;37;38;;;;;;;;;;;;;;
21/10/2010;37;49;52;56;65;;;;;;;;;;;;;;
22/10/2010;15;26;29;47;79;;;;;;;;;;;;;;
23/10/2010;30;40;43;44;78;;;;;;;;;;;;;;
25/10/2010;9;11;66;71;77;;;;;;;;;;;;;;
26/10/2010;25;41;59;66;74;;;;;;;;;;;;;;
27/10/2010;1;38;53;64;76;;;;;;;;;;;;;;
28/10/2010;11;30;37;46;70;;;;;;;;;;;;;;
29/10/2010;17;28;30;37;46;;;;;;;;;;;;;;
30/10/2010;13;47;58;75;78;;;;;;;;;;;;;;
01/11/2010;33;37;44;50;79;;;;;;;;;;;;;;
03/11/2010;14;25;29;60;77;;;;;;;;;;;;;;
04/11/2010;1;31;59;70;80;;;;;;;;;;;;;;
05/11/2010;8;11;25;26;50;;;;;;;;;;;;;;
06/11/2010;1;11;25;30;75;;;;;;;;;;;;;;
08/11/2010;3;29;31;35;48;;;;;;;;;;;;;;
09/11/2010;1;46;53;70;75;;;;;;;;;;;;;;
10/11/2010;6;24;25;38;53;;;;;;;;;;;;;;
11/11/2010;1;5;32;53;71;;;;;;;;;;;;;;
12/11/2010;4;49;51;58;60;;;;;;;;;;;;;;
13/11/2010;9;22;38;39;55;;;;;;;;;;;;;;
16/11/2010;14;17;28;47;56;;;;;;;;;;;;;;
17/11/2010;2;11;28;42;76;;;;;;;;;;;;;;
18/11/2010;20;33;42;49;72;;;;;;;;;;;;;;
19/11/2010;1;20;31;36;61;;;;;;;;;;;;;;
20/11/2010;14;26;32;47;69;;;;;;;;;;;;;;
22/11/2010;24;25;55;62;69;;;;;;;;;;;;;;
23/11/2010;33;39;48;65;77;;;;;;;;;;;;;;
24/11/2010;5;29;35;58;62;;;;;;;;;;;;;;
25/11/2010;1;31;44;54;72;;;;;;;;;;;;;;
26/11/2010;21;31;62;68;78;;;;;;;;;;;;;;
27/11/2010;11;15;26;29;39;;;;;;;;;;;;;;
29/11/2010;21;29;60;62;65;;;;;;;;;;;;;;
30/11/2010;11;18;26;53;56;;;;;;;;;;;;;;
01/12/2010;2;17;22;74;75;;;;;;;;;;;;;;
02/12/2010;28;30;47;55;58;;;;;;;;;;;;;;
03/12/2010;1;42;48;53;62;;;;;;;;;;;;;;
04/12/2010;8;25;30;52;67;;;;;;;;;;;;;;
06/12/2010;1;15;20;57;79;;;;;;;;;;;;;;
07/12/2010;1;10;23;52;53;;;;;;;;;;;;;;
08/12/2010;5;7;33;36;38;;;;;;;;;;;;;;
09/12/2010;56;69;74;75;78;;;;;;;;;;;;;;
10/12/2010;4;20;25;34;56;;;;;;;;;;;;;;
11/12/2010;2;4;20;25;57;;;;;;;;;;;;;;
13/12/2010;23;40;41;78;80;;;;;;;;;;;;;;
14/12/2010;48;61;66;69;72;;;;;;;;;;;;;;
15/12/2010;19;31;41;47;55;;;;;;;;;;;;;;
16/12/2010;11;15;39;40;69;;;;;;;;;;;;;;
17/12/2010;5;18;22;34;56;;;;;;;;;;;;;;
18/12/2010;18;26;29;59;69;;;;;;;;;;;;;;
20/12/2010;4;23;33;44;46;;;;;;;;;;;;;;
21/12/2010;2;60;61;64;76;;;;;;;;;;;;;;
22/12/2010;4;38;46;52;72;;;;;;;;;;;;;;
23/12/2010;1;31;44;48;78;;;;;;;;;;;;;;
24/12/2010;18;27;31;63;78;;;;;;;;;;;;;;
27/12/2010;17;19;20;26;47;;;;;;;;;;;;;;
28/12/2010;2;13;42;52;75;;;;;;;;;;;;;;
29/12/2010;22;52;57;59;72;;;;;;;;;;;;;;
30/12/2010;5;18;32;58;64;;;;;;;;;;;;;;
31/12/2010;11;28;41;69;72;;;;;;;;;;;;;;
03/01/2011;1;30;50;57;65;;;;;;;;;;;;;;
04/01/2011;2;4;26;49;55;;;;;;;;;;;;;;
05/01/2011;7;24;29;35;56;;;;;;;;;;;;;;
06/01/2011;15;41;48;52;58;;;;;;;;;;;;;;
07/01/2011;32;37;44;50;58;;;;;;;;;;;;;;
08/01/2011;14;28;39;71;77;;;;;;;;;;;;;;
10/01/2011;2;14;31;60;64;;;;;;;;;;;;;;
11/01/2011;7;12;52;68;79;;;;;;;;;;;;;;
12/01/2011;12;18;26;31;33;;;;;;;;;;;;;;
13/01/2011;3;28;33;52;57;;;;;;;;;;;;;;
14/01/2011;10;31;44;53;75;;;;;;;;;;;;;;
15/01/2011;7;8;45;47;62;;;;;;;;;;;;;;
17/01/2011;9;13;28;55;64;;;;;;;;;;;;;;
18/01/2011;28;61;66;68;70;;;;;;;;;;;;;;
19/01/2011;4;39;41;54;73;;;;;;;;;;;;;;
20/01/2011;8;31;49;63;64;;;;;;;;;;;;;;
21/01/2011;37;39;43;68;75;;;;;;;;;;;;;;
22/01/2011;26;47;54;55;79;;;;;;;;;;;;;;
24/01/2011;25;38;39;52;53;;;;;;;;;;;;;;
25/01/2011;44;47;49;55;80;;;;;;;;;;;;;;
26/01/2011;31;60;62;73;76;;;;;;;;;;;;;;
27/01/2011;12;17;23;26;60;;;;;;;;;;;;;;
28/01/2011;13;61;69;70;71;;;;;;;;;;;;;;
29/01/2011;34;50;71;77;78;;;;;;;;;;;;;;
31/01/2011;3;21;39;45;53;;;;;;;;;;;;;;
01/02/2011;31;39;46;66;79;;;;;;;;;;;;;;
02/02/2011;16;26;47;50;78;;;;;;;;;;;;;;
03/02/2011;15;27;30;58;61;;;;;;;;;;;;;;
04/02/2011;18;24;41;67;76;;;;;;;;;;;;;;
05/02/2011;6;28;37;38;77;;;;;;;;;;;;;;
07/02/2011;10;14;22;68;77;;;;;;;;;;;;;;
08/02/2011;6;32;47;54;78;;;;;;;;;;;;;;
09/02/2011;31;33;39;49;54;;;;;;;;;;;;;;
10/02/2011;6;7;14;51;52;;;;;;;;;;;;;;
11/02/2011;10;40;59;64;74;;;;;;;;;;;;;;
12/02/2011;45;47;52;73;76;;;;;;;;;;;;;;
14/02/2011;36;38;57;67;68;;;;;;;;;;;;;;
15/02/2011;4;5;6;41;76;;;;;;;;;;;;;;
16/02/2011;29;33;47;63;76;;;;;;;;;;;;;;
17/02/2011;21;34;37;43;71;;;;;;;;;;;;;;
18/02/2011;1;19;37;44;48;;;;;;;;;;;;;;
19/02/2011;11;48;49;50;54;;;;;;;;;;;;;;
21/02/2011;23;32;71;75;77;;;;;;;;;;;;;;
22/02/2011;4;11;18;38;64;;;;;;;;;;;;;;
23/02/2011;5;28;55;58;78;;;;;;;;;;;;;;
24/02/2011;4;7;60;73;74;;;;;;;;;;;;;;
25/02/2011;4;8;18;47;78;;;;;;;;;;;;;;
26/02/2011;4;7;33;52;57;;;;;;;;;;;;;;
28/02/2011;7;25;26;37;55;;;;;;;;;;;;;;
01/03/2011;14;24;27;73;75;;;;;;;;;;;;;;
02/03/2011;12;46;48;72;77;;;;;;;;;;;;;;
03/03/2011;22;31;48;70;76;;;;;;;;;;;;;;
04/03/2011;22;29;50;58;78;;;;;;;;;;;;;;
05/03/2011;37;42;49;51;76;;;;;;;;;;;;;;
09/03/2011;7;14;24;62;68;;;;;;;;;;;;;;
10/03/2011;36;48;52;71;74;;;;;;;;;;;;;;
11/03/2011;8;28;34;48;64;;;;;;;;;;;;;;
12/03/2011;16;19;21;28;61;;;;;;;;;;;;;;
14/03/2011;1;8;55;74;80;;;;;;;;;;;;;;
15/03/2011;6;23;33;36;53;;;;;;;;;;;;;;
16/03/2011;15;26;62;74;80;;;;;;;;;;;;;;
17/03/2011;4;10;52;73;75;;;;;;;;;;;;;;
18/03/2011;17;22;25;39;40;;;;;;;;;;;;;;
19/03/2011;17;21;50;68;76;;;;;;;;;;;;;;
21/03/2011;4;5;15;46;60;;;;;;;;;;;;;;
22/03/2011;39;41;42;63;69;;;;;;;;;;;;;;
23/03/2011;1;22;38;57;62;;;;;;;;;;;;;;
24/03/2011;3;62;63;66;69;;;;;;;;;;;;;;
25/03/2011;10;36;38;51;80;;;;;;;;;;;;;;
26/03/2011;5;20;26;52;80;;;;;;;;;;;;;;
28/03/2011;5;27;30;50;62;;;;;;;;;;;;;;
29/03/2011;12;39;40;70;75;;;;;;;;;;;;;;
30/03/2011;34;37;55;60;70;;;;;;;;;;;;;;
31/03/2011;2;10;14;24;34;;;;;;;;;;;;;;
01/04/2011;2;26;51;52;65;;;;;;;;;;;;;;
02/04/2011;4;10;15;48;54;;;;;;;;;;;;;;
04/04/2011;44;58;66;67;75;;;;;;;;;;;;;;
05/04/2011;15;22;34;60;61;;;;;;;;;;;;;;
06/04/2011;4;46;48;49;65;;;;;;;;;;;;;;
07/04/2011;15;25;37;43;55;;;;;;;;;;;;;;
08/04/2011;6;48;53;77;79;;;;;;;;;;;;;;
09/04/2011;7;19;46;69;73;;;;;;;;;;;;;;
11/04/2011;4;10;11;21;53;;;;;;;;;;;;;;
12/04/2011;36;39;75;78;79;;;;;;;;;;;;;;
13/04/2011;28;51;59;68;77;;;;;;;;;;;;;;
14/04/2011;16;28;34;64;77;;;;;;;;;;;;;;
15/04/2011;10;26;33;37;59;;;;;;;;;;;;;;
16/04/2011;6;13;32;47;50;;;;;;;;;;;;;;
18/04/2011;7;11;13;26;35;;;;;;;;;;;;;;
19/04/2011;28;33;39;46;74;;;;;;;;;;;;;;
20/04/2011;15;27;40;68;76;;;;;;;;;;;;;;
23/04/2011;4;13;51;72;73;;;;;;;;;;;;;;
25/04/2011;33;46;72;74;78;;;;;;;;;;;;;;
26/04/2011;20;38;40;45;48;;;;;;;;;;;;;;
27/04/2011;5;22;36;41;79;;;;;;;;;;;;;;
28/04/2011;15;29;58;67;70;;;;;;;;;;;;;;
29/04/2011;10;22;23;35;60;;;;;;;;;;;;;;
30/04/2011;23;35;50;55;75;;;;;;;;;;;;;;
02/05/2011;4;5;10;34;55;;;;;;;;;;;;;;
03/05/2011;18;28;39;44;55;;;;;;;;;;;;;;
04/05/2011;12;28;39;58;80;;;;;;;;;;;;;;
05/05/2011;18;59;62;72;77;;;;;;;;;;;;;;
06/05/2011;18;40;62;66;75;;;;;;;;;;;;;;
07/05/2011;22;23;50;68;69;;;;;;;;;;;;;;
09/05/2011;46;49;55;57;70;;;;;;;;;;;;;;
10/05/2011;42;54;57;63;68;;;;;;;;;;;;;;
11/05/2011;2;5;27;29;80;;;;;;;;;;;;;;
12/05/2011;32;42;44;52;62;;;;;;;;;;;;;;
13/05/2011;29;40;43;62;68;;;;;;;;;;;;;;
14/05/2011;5;18;49;59;65;;;;;;;;;;;;;;
16/05/2011;33;50;52;69;70;;;;;;;;;;;;;;
17/05/2011;39;49;50;67;76;;;;;;;;;;;;;;
18/05/2011;16;31;36;44;68;;;;;;;;;;;;;;
19/05/2011;1;8;43;65;80;;;;;;;;;;;;;;
20/05/2011;5;12;29;35;65;;;;;;;;;;;;;;
21/05/2011;4;5;13;14;17;;;;;;;;;;;;;;
23/05/2011;6;28;36;55;76;;;;;;;;;;;;;;
24/05/2011;25;29;71;72;78;;;;;;;;;;;;;;
25/05/2011;34;53;67;73;79;;;;;;;;;;;;;;
26/05/2011;20;36;59;65;79;;;;;;;;;;;;;;
27/05/2011;20;27;29;48;67;;;;;;;;;;;;;;
28/05/2011;3;8;49;54;63;;;;;;;;;;;;;;
30/05/2011;1;11;35;77;79;;;;;;;;;;;;;;
31/05/2011;18;21;43;45;47;;;;;;;;;;;;;;
01/06/2011;25;32;51;64;80;;;;;;;;;;;;;;
02/06/2011;3;22;34;72;75;;;;;;;;;;;;;;
03/06/2011;2;15;38;41;61;;;;;;;;;;;;;;
04/06/2011;4;21;29;30;80;;;;;;;;;;;;;;
06/06/2011;19;31;47;49;65;;;;;;;;;;;;;;
